Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1895,-999.0,-999.0,0.0,0.0,0.0,0.0,13.84,6.37,1.15
1896,-999.0,-999.0,0.0,0.0,0.0,0.0,19.41,14.66,3.12
1897,-999.0,-999.0,0.0,0.0,0.0,0.0,30.35,20.39,0.0
1898,-999.0,-999.0,0.0,0.0,0.0,0.0,37.87,24.85,3.09
1899,-999.0,-999.0,0.0,0.0,0.0,0.0,28.69,5.1,0.0
1900,-999.0,-999.0,0.0,0.0,0.31,0.0,24.14,15.93,2.28
1901,-999.0,-999.0,0.0,0.0,0.0,0.0,24.11,20.39,0.82
1902,-999.0,-999.0,0.0,0.0,0.0,0.0,14.44,14.66,0.82
1903,-999.0,-999.0,0.0,0.0,0.0,0.0,35.36,16.57,0.0
1904,-999.0,-999.0,0.0,0.0,0.0,0.0,23.71,24.85,2.77
1905,-999.0,-999.0,0.0,0.0,0.0,0.0,19.71,9.56,0.98
1906,-999.0,-999.0,0.0,0.0,0.0,0.0,29.29,10.83,2.43
1907,-999.0,-999.0,0.0,0.35,0.0,0.0,60.93,58.79,3.73
1908,-999.0,-999.0,0.0,0.0,0.0,0.0,25.88,22.3,0.66
1909,-999.0,-999.0,0.0,0.0,0.0,0.0,54.71,40.15,1.31
1910,-999.0,-999.0,0.0,0.0,0.0,0.0,21.87,12.11,0.0
1911,-999.0,-999.0,0.0,0.0,0.0,0.0,50.83,52.59,0.82
1912,-999.0,-999.0,0.0,0.0,0.0,0.0,28.65,7.65,0.82
1913,-999.0,-999.0,0.0,0.38,0.0,0.0,62.41,11.47,0.0
1914,-999.0,-999.0,0.0,0.0,0.0,0.0,30.32,20.56,0.82
1915,-999.0,-999.0,0.0,0.0,0.0,0.0,25.75,14.02,0.0
1916,-999.0,-999.0,0.0,0.23,0.0,0.0,45.91,35.05,2.94
1917,-999.0,-999.0,0.0,0.0,0.0,0.0,43.11,27.4,0.66
1918,-999.0,-999.0,0.0,0.0,0.0,0.0,28.14,14.02,0.82
1919,-999.0,-999.0,0.0,0.0,1.25,0.0,29.75,12.11,0.0
1920,-999.0,-999.0,0.0,0.0,0.0,0.0,31.7,17.84,1.31
1921,-999.0,-999.0,0.0,0.0,0.0,0.0,42.44,34.74,1.95
1922,-999.0,-999.0,0.0,0.0,0.0,0.0,51.78,33.14,0.0
1923,-999.0,-999.0,0.0,0.0,0.0,0.0,59.76,49.76,1.31
1924,-999.0,-999.0,0.0,0.0,0.0,0.0,40.3,12.74,2.59
1925,-999.0,-999.0,0.0,0.0,0.0,0.0,50.65,26.49,2.6
1926,-999.0,-999.0,0.0,0.0,0.63,0.0,26.69,20.28,1.79
1927,-999.0,-999.0,0.0,0.0,0.0,0.0,70.21,43.86,2.13
1928,-999.0,-999.0,0.0,0.0,0.0,0.0,27.51,13.38,0.66
1929,-999.0,-999.0,0.0,0.0,0.0,0.0,40.52,14.02,0.0
1930,-999.0,-999.0,0.46,0.0,1.79,0.0,45.13,29.18,3.41
1931,-999.0,-999.0,0.0,0.0,1.1,0.0,19.12,18.37,1.15
1932,-999.0,-999.0,0.24,1.18,0.0,0.0,111.59,49.66,0.82
1933,-999.0,-999.0,0.0,0.23,0.0,0.0,61.51,31.12,0.0
1934,-999.0,-999.0,0.0,0.0,0.94,0.27,49.86,45.24,3.42
1935,-999.0,-999.0,0.0,0.0,0.0,0.0,32.38,29.95,1.31
1936,-999.0,-999.0,0.0,0.0,0.0,0.0,21.52,8.28,0.66
1937,-999.0,-999.0,0.0,0.78,0.0,0.0,80.41,21.67,0.0
1938,-999.0,-999.0,0.0,0.0,0.0,0.0,40.96,35.72,0.82
1939,-999.0,-999.0,0.0,0.0,0.31,0.0,50.4,25.02,0.0
1940,-999.0,-999.0,0.0,0.0,0.0,0.0,14.63,15.29,1.64
1941,-999.0,-999.0,0.0,0.0,0.0,0.0,35.53,22.94,2.11
1942,-999.0,-999.0,0.0,0.0,0.0,0.0,28.76,12.74,0.0
1943,-999.0,-999.0,0.0,0.0,0.0,0.0,38.77,29.98,2.13
1944,-999.0,-999.0,0.0,0.0,0.31,0.0,43.02,28.04,0.0
1945,-999.0,-999.0,0.0,0.0,0.0,0.0,34.09,21.03,0.82
