Year,National
1950,124.534
1951,126.94
1952,126.259
1953,117.821
1954,119.523
1955,126.199
1956,127.931
1957,118.579
1958,124.336
1959,126.578
1960,129.538
1961,126.088
1962,123.043
1963,121.678
1964,128.74
1965,123.764
1966,128.058
1967,125.139
1968,126.902
1969,128.527
1970,130.531
1971,126.507
1972,125.265
1973,116.808
1974,121.581
1975,128.318
1976,132.998
1977,119.587
1978,126.615
1979,127.423
1980,124.777
1981,118.194
1982,121.964
1983,119.878
1984,123.508
1985,122.652
1986,113.591
1987,117.33
1988,125.29
1989,124.859
1990,116.389
1991,119.464
1992,116.8
1993,123.768
1994,117.335
1995,118.198
1996,124.326
1997,121.001
1998,105.221
1999,116.796
2000,118.483
2001,113.777
2002,124.54
2003,115.509
2004,112.525
2005,114.215
2006,113.939
2007,117.266
2008,126.471
2009,120.122
2010,119.71
2011,120.205
2012,110.077
2013,130.197
2014,123.19
2015,110.463
2016,108.322
2017,108.81
2018,126.819
2019,123.378
2020,113.405
