Year,National
1900,15.404
1901,22.589
1902,15.972
1903,10.592
1904,10.473
1905,12.454
1906,11.705
1907,12.933
1908,13.223
1909,16.044
1910,17.108
1911,24.151
1912,14.844
1913,24.779
1914,21.967
1915,11.476
1916,18.331
1917,17.365
1918,21.634
1919,16.078
1920,11.198
1921,20.232
1922,18.845
1923,12.452
1924,17.668
1925,25.47
1926,18.478
1927,15.257
1928,13.948
1929,16.776
1930,25.59
1931,28.471
1932,19.013
1933,26.1
1934,32.29
1935,18.591
1936,35.494
1937,22.77
1938,20.113
1939,23.465
1940,18.306
1941,18.193
1942,14.696
1943,21.425
1944,19.11
1945,15.058
1946,14.676
1947,20.093
1948,17.057
1949,13.087
1950,9.162
1951,17.085
1952,24.607
1953,25.001
1954,29.074
1955,20.3
1956,21.434
1957,14.511
1958,13.435
1959,14.29
1960,16.76
1961,11.747
1962,14.658
1963,16.994
1964,16.815
1965,10.585
1966,14.19
1967,10.287
1968,11.658
1969,15.171
1970,16.959
1971,13.003
1972,11.745
1973,11.462
1974,13.573
1975,10.048
1976,11.556
1977,18.457
1978,18.042
1979,11.011
1980,25.93
1981,14.34
1982,10.418
1983,20.19
1984,13.799
1985,13.622
1986,13.035
1987,13.936
1988,22.51
1989,10.99
1990,17.154
1991,12.484
1992,6.913
1993,12.052
1994,11.323
1995,14.723
1996,11.732
1997,10.826
1998,19.335
1999,14.839
2000,20.142
2001,14.523
2002,16.359
2003,14.178
2004,8.347
2005,15.06
2006,18.324
2007,14.239
2008,11.625
2009,11.889
2010,16.194
2011,22.928
2012,22.419
2013,12.468
2014,10.593
2015,13.371
2016,13.955
2017,12.009
2018,14.278
2019,13.737
2020,14.037
